# System: earth-moon
# Family: 
# Mass ratio: 0.0121505856
# Jacobi (LU^2/TU^2) = 0.19584418854987301
# Period (TU) = 3.1233112610554632
# Time (TU), X (LU), Y (LU), Z (LU), VX (LU/TU), VY (LU/TU), VZ (LU/TU)
0,-0.41421982661362478,-2.2728893783898022e-23,0.90768629637651521,-1.1474877439509793e-12,1.4072700950580586,3.9684610255625016e-13
0.0062591408037183634,-0.41416478534105683,0.0088080713186007888,0.90766829838309615,0.017587254003268993,1.4071596746830421,-0.0057509264767706169
0.012518281607436727,-0.4139996702349007,0.017614761163765466,0.90761430507378649,0.035171734479999467,1.406828431239683,-0.011501615558720493
0.018777422411155091,-0.41372450735057198,0.026418686904927543,0.90752431871147921,0.052750665297612249,1.4062764173912023,-0.017251829434512023
0.025036563214873454,-0.41333934008119411,0.035218466264524684,0.90739834308616474,0.070321270957806936,1.405503720824913,-0.023001330185488968
0.031295704018591816,-0.4128442291739291,0.044012718210417218,0.90723638344610691,0.087880778572596463,1.4045104643457178,-0.028749880062040115
0.037554844822310182,-0.41223925272997708,0.052800062955888127,0.90703844649784293,0.10542641786430745,1.4032968058761088,-0.034497241483599311
0.043813985626028541,-0.41152450620457687,0.061579121959643074,0.90680454040618397,0.12295542116557989,1.4018629384561683,-0.040243177038645397
0.050073126429746907,-0.41070010240700544,0.070348517925810372,0.90653467479421446,0.1404650234193674,1.4002090902435684,-0.045987449484702299
0.056332267233465273,-0.40976617150057831,0.079106874803941019,0.90622886074329267,0.15795246217893685,1.3983355245135707,-0.051729821748338893
0.062591408037183632,-0.40872286081077963,0.087852820034136067,0.90588711053276727,0.17541498254766316,1.3962425393901783,-0.057470057505990539
0.068850548840901998,-0.40757033488908412,0.096584982705965786,0.90550943800674444,0.19284983284581911,1.3939304677249489,-0.06320792033024826
0.075109689644620364,-0.4063087758122097,0.10530198952922995,0.90509585915669399,0.21025425558923838,1.3913996774375439,-0.068943172449316997
0.08136883044833873,-0.40493838271518695,0.11400247076314685,0.90464639138934022,0.22762550064519213,1.3886505709622887,-0.07467557643346856
0.087627971252057082,-0.40345937178247543,0.12268506032683338,0.90416105351308518,0.2449608254770855,1.3856835852370613,-0.080404895225818535
0.093887112055775448,-0.40187197624796367,0.1313483957993051,0.90363986573800903,0.2622574951444579,1.3824991917032925,-0.086130892142326443
0.10014625285949381,-0.40017644639496908,0.13999111841947615,0.90308284967586994,0.27951278230298265,1.3790978963059661,-0.091853330871795494
0.10640539366321218,-0.39837304955623815,0.14861187308615925,0.90249002834010383,0.29672396720446725,1.375480239493619,-0.097571975475872819
0.11266453446693055,-0.3964620701139463,0.15720930835806574,0.90186142614582498,0.31388833769685309,1.3716467962183412,-0.10328659038904929
0.1189236752706489,-0.39444380949969793,0.16578207645380569,0.90119706890982509,0.3310031892242159,1.3675981759357752,-0.10899694041865966
0.12518281607436726,-0.39231858619452648,0.17432883325188769,0.90049698385057431,0.3480658248267654,1.3633350226051171,-0.11470279074488246
0.13144195687808563,-0.39008673572889424,0.18284823829071903,0.89976119958822032,0.36507355514084533,1.3588580146891152,-0.12040390692074011
0.137701097681804,-0.38774861068269256,0.19133895476860543,0.89898974614458926,0.38202369839893352,1.3541678651540712,-0.12610005487209877
0.14396023848552236,-0.38530457984270056,0.19979965212528059,0.89818265473982273,0.39891358596491522,1.3492653196105842,-0.13179100140679229
0.15021937928924073,-0.38275502728623795,0.20822900770267758,0.89733995818092771,0.41574056519237362,1.3441511539447306,-0.1374765137553631
0.15647852009295909,-0.38010035612145765,0.21662569527891712,0.89646169192118308,0.4325019746049083,1.3388261825917334,-0.14315635701247331
0.16273766089667746,-0.37734098578304848,0.22498839464766254,0.89554789282149605,0.44919516507556717,1.3332912529736587,-0.1488302967191307
0.1689968017003958,-0.37447735182587227,0.23331579229531818,0.89459859907898953,0.46581750130298483,1.3275472450579258,-0.15449809902271311
0.17525594250411416,-0.37150990592496375,0.2416065814010297,0.89361385022700246,0.4823663618113827,1.3215950713573057,-0.16015953067696886
0.18151508330783253,-0.36843911587553074,0.24985946183668367,0.8925936871350898,0.49883913895056858,1.3154356769299222,-0.1658143590420163
0.1877742241115509,-0.36526546559295409,0.25807314016690797,0.89153815200902198,0.51523323889593708,1.309070039379252,-0.17146235208434413
0.19403336491526926,-0.36198945511278752,0.26624632964907141,0.8904472883907858,0.5315460816484695,1.3024991688541234,-0.17710327837681128
0.20029250571898763,-0.35861160059075792,0.27437775023328409,0.88932114115858341,0.54777510103473359,1.2957241080487176,-0.18273690709864696
0.206551646522706,-0.35513243430276498,0.28246612856239717,0.88815975652683332,0.56391774470688405,1.2887459322025683,-0.1883630080354505
0.21281078732642436,-0.35155250464488152,0.29051019797200306,0.88696318204616964,0.57997147414266192,1.2815657491005616,-0.19398135157919166
0.21906992813014273,-0.34787237613335331,0.29850869849043499,0.88573146660344237,0.59593376464539527,1.274184699072936,-0.19959170872821025
0.22532906893386109,-0.34409262940459906,0.30646037683876776,0.88446466042171756,0.61180210534399826,1.2666039549952821,-0.20519385108721647
0.23158820973757946,-0.34021386121521069,0.31436398643081687,0.88316281506027683,0.62757399919297241,1.2588247222885438,-0.2107875508672907
0.2378473505412978,-0.33623668431738929,0.32221828758570875,0.88182598339539242,0.64324696342697374,1.2508482386363242,-0.21637258093363398
0.24410649134501616,-0.33216172224246387,0.33002205589959693,0.8804542192609992,0.65881854692646291,1.2426757619723419,-0.22194871616839978
0.25036563214873453,-0.32798961708998903,0.33777406804097487,0.87904757956342405,0.67428629870760648,1.23430858793468,-0.22751572912028051
